,state,district,latitude,longitude,population,male,female,literate,literate males,literate females,Scheduled Caste,Scheduled Castes - Males,Scheduled Castes - Females,Scheduled Tribes,Scheduled Tribes - Males,Scheduled Tribes - Females,Workers,Male workers,Female workers,Main workers,Marginal workers,Non-workers,Cultivator workers,Agricultural workers,Household workers,Other workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Other religions,Religion not stated,Households with LPG or PNG,Households with electric lightning,Households with internet,Households with computer,Rural households,Urban households,households,Below primary education,Higher graduation,Graduate education,Individuals in age group 0-29 years,Individuals in age group 30-49 years,Individuals in age group above 50 years,Households with bicycle,Households with car/jeep/van,Households with radio transistor,Households with scooter motorcycle moped,Households with landline only,Households with mobile only,"households with tv,computer,laptop,telephone,mobile phone,scooter and car",Households with television,Households with mobile phone,Households with telephone and mobile phone both,Occupied houses - Dilapidated,Households with kitchen inside house,Households with bathing facility,Owned households,Rented households,Households using uncovered well water for drinking,Households using handpump/tubewell/borewell for drinking water,Households using spring water for drinking,Households using river/canal water for drinking,Households with drinking water from spring/river/canal/tank/pond/lake/other sources,Househlds with drinking water near house,Households with drinking water source within premises,Households using pond/lake water for drinking,Households using tapwater for drinking,Households with tubewell/borehole for drinking water,Household size: 1 person,Household size: 2 persons,Household size: 1-2 persons,Household size: 3 persons,Household size: 3-5 persons,Household size: 4 persons,Household size: 5 persons,Household size: 6-8 persons,Household size: 9+ persons,Households with drinking water away from house,sex ratio,Literacy rate
413,Tamil Nadu,Karur,10.79532776617955,78.08749686847604,1064493,528184,536309,727044,401726,325318,221385,108809,112576,575,297,278,543298,329034,214264,508507,34791,521195,85872,200837,11340,245249,993666,53292,16483,115,29,7,79,822,135831,264949,4915,17995,212241,152420,364661,76629,77874,85595,501585,320645,241843,153941,10648,73515,117119,13922,183206,10393,250010,210748,13620,4724,221882,168148,221047,61893,7098,26150,291,683,3091,167820,106194,23,250198,20977,21751,45727,67478,57883,185113,82916,44314,32276,2981,13834,1.0153828968692729,68.29955669036809
414,Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,3038252,1526475,1511777,2273430,1223810,1049620,408976,205098,203878,11096,5622,5474,1354632,902704,451928,1173902,180730,1683620,92719,372828,47293,841792,2760502,168881,97711,520,199,1532,305,8602,391821,754141,34097,95311,417718,592723,1010441,234611,250285,363152,1528178,913715,593827,325803,30852,228106,228557,41298,530152,54832,708942,618922,47472,10479,714764,551839,491822,279755,3207,90919,2055,810,23070,434208,298527,1171,678712,62999,40659,113256,153915,154348,552457,258941,139168,83006,8561,65204,0.9903712802371477,74.82690705050142
415,Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,1616450,798127,818323,1213008,640916,572092,509767,252332,257435,3756,1847,1909,671994,461174,210820,486328,185666,944456,67482,345057,11555,247900,1435072,128617,47579,184,450,963,110,3475,143846,381940,5585,19692,399016,118724,517740,136593,122350,125639,828444,463326,323706,219886,9042,111474,86939,29771,216892,9238,362211,282418,35755,12469,352112,155663,365468,40644,5211,134810,151,71,4351,282989,104497,291,266938,20471,23473,57264,80737,75810,273370,118314,79246,54186,4363,25170,1.0253042435602353,75.0414797859507
416,Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,1726601,869280,857321,1176131,653312,522819,345392,173973,171419,57059,29383,27676,898245,531463,366782,839152,59093,828356,158473,253726,38797,447249,1673652,32483,16909,183,108,84,199,2983,265276,441044,8960,31581,370357,257127,627484,123573,126468,169206,817905,510413,397064,262313,18550,138294,212434,22258,300910,19466,418420,352439,29271,7462,378236,330625,343287,126986,35099,66003,578,2340,6595,308684,140627,154,365810,61860,36901,87385,124286,100172,313747,146278,67297,38032,1692,28446,0.9862426375851279,68.11828557958671
417,Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,565223,282157,283066,375823,208011,167812,175289,87444,87845,2584,1292,1292,299726,162639,137087,255097,44629,265497,117304,118278,5343,58801,521658,32702,10301,83,39,38,26,376,49390,135751,1507,7745,155413,33179,188592,85210,41447,44025,291371,158218,115151,59863,2259,25925,32178,6678,90597,2687,125953,103116,5841,2940,119795,56453,132395,14725,7474,16041,67,59,1923,111622,28692,933,122903,9740,11089,24583,35672,28566,95746,41020,26160,16991,992,9087,1.0032216106635667,66.49110174214425
418,Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,1618345,803188,815157,1110545,608776,501769,284804,141428,143376,1283,647,636,761693,471099,290594,640248,121445,856652,209270,305149,13941,233333,1428784,114194,72850,119,81,32,293,1992,82967,354493,4494,18272,399712,104229,503941,97231,121706,111731,835853,470428,311175,209024,7882,88107,110324,17749,249584,8191,324444,286329,18996,14516,245499,112174,344074,42109,10324,39632,5933,2213,36768,275689,57015,22488,301552,28927,17015,42319,59334,60971,255959,109856,85132,68484,6851,57924,1.0149018660637361,68.62226533897284
419,Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,1353445,682658,670787,978946,536487,442459,249008,125015,123993,1105,559,546,602977,392751,210226,486150,116827,750468,173767,153874,25228,250108,1047411,208038,91139,154,86,29,36,6552,100484,291400,5172,22379,290478,126761,417239,246909,105978,97405,708322,389764,252888,125445,5524,67893,49605,18385,217349,5886,284169,252000,16266,8534,244729,130578,270430,51959,48007,26315,1170,3192,52359,217014,34430,25155,190837,13731,12698,37331,50029,53869,215193,93892,67432,56029,7704,77511,0.982610619080125,72.32994321897085
420,Tamil Nadu,Salem,11.629324202127655,78.2478257978723,3482056,1781571,1700485,2285562,1285107,1000455,580512,294062,286450,119369,60489,58880,1694160,1083797,610363,1561030,133130,1787896,257004,454210,141503,841443,3326357,95487,53841,412,174,992,246,4547,448968,835377,20660,63867,572813,597539,1170352,188672,242306,296399,1737345,1029479,713294,441388,30660,196973,352121,38760,564666,39279,749932,650064,46638,16423,681331,573822,706525,199211,79818,96292,1128,1706,9970,593208,226846,414,723966,77409,54960,141704,196664,176298,611941,277832,157811,104034,6260,98845,0.9544862371468776,65.63828956225862
421,Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,1339101,668672,670429,959744,526304,433440,227746,113599,114147,790,394,396,620171,391305,228866,461102,159069,718930,141003,199563,14656,264949,1186078,74310,75481,150,80,109,24,2869,113822,314270,5773,24456,309224,143193,452417,101778,103903,115894,666218,391356,280462,172619,8222,95318,91250,19993,218773,10799,304124,258837,20071,8534,246861,149850,277432,59229,18405,49164,1477,1326,32547,203801,84326,25413,235593,36636,19607,44563,64170,60028,226250,101019,65203,46184,5356,53833,1.0026275961906586,71.67077016595462
422,Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,2405890,1182416,1223474,1790998,944264,846734,455062,225859,229203,3561,1739,1822,974079,680483,293596,834484,139595,1431811,129913,415361,31200,397605,2075870,190814,133971,231,795,1256,148,2805,223044,555582,13495,42912,479070,274302,753372,138375,178126,222410,1193095,712017,499235,343328,17231,137848,161750,30075,374054,24121,522490,446982,42853,21937,514461,275134,475525,108700,1831,97701,1448,152,4635,374666,209948,98,499900,34935,31686,77638,109324,111423,405697,180123,114151,82659,7394,20460,1.0347238197047401,74.44222304427883
423,Tamil Nadu,Theni,9.924066666666668,77.43458833333332,1245899,625683,620216,870080,479403,390677,258200,129900,128300,1835,954,881,591642,368900,222742,530591,61051,654257,38367,315161,14939,223175,1148990,56751,37574,152,79,28,74,2251,147529,312310,4667,18830,189328,221295,410623,90590,95231,101147,618923,373564,252267,99044,6607,57897,58034,11907,187358,6570,291879,209456,10191,5614,304761,275383,243448,78115,996,12593,508,1281,5981,191986,133986,27,320379,11199,22306,53484,75790,67104,230233,110055,53074,32434,2508,14993,0.9912623485055532,69.83551636208072
424,Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,3728104,1876062,1852042,2791721,1495711,1296010,821646,410526,411120,47243,23692,23551,1538054,1103563,434491,1247918,290136,2190050,73444,270586,58240,1135784,3325823,143093,233633,1422,951,3693,530,18959,621907,909400,75634,174279,387237,732196,1119433,181452,303091,451321,1925296,1154775,643614,374923,54505,222750,363741,62993,630578,112276,857364,772398,78827,17057,805187,786843,636443,291863,53570,175520,1374,412,44284,531907,343722,858,625071,148885,32054,118838,150892,185181,671689,321799,164709,103687,12554,63193,0.9871965851874831,74.88313094269903
425,Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,1264277,626693,637584,946471,503085,443386,430927,214717,216210,3034,1466,1568,540168,369853,170315,412425,127743,724109,69883,295188,10440,164657,1132785,96092,33192,258,151,279,64,1456,109580,303114,4416,15535,321331,86848,408179,138960,103908,99082,627880,377118,257116,189906,6790,80899,72916,33727,159818,6894,287260,225629,32084,11980,295870,116640,287483,34994,860,78485,287,134,3155,231871,81976,241,244534,21924,18370,44333,62703,59777,222880,99402,63701,39566,2822,14124,1.017378525051341,74.86262899665184
426,Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,2464875,1235889,1228986,1626813,909803,717010,565329,282615,282714,90954,45956,44998,1238177,738995,499182,970072,268105,1226698,292641,525063,46720,373753,2294369,91636,66987,232,157,7898,110,3486,176242,549077,6445,27529,563102,147061,710163,203879,174560,158041,1301347,683904,477668,309133,7851,73410,138956,23596,345750,10740,505170,389329,19983,12541,349169,262010,536269,47934,32837,53134,310,700,4775,401432,157967,915,496596,40597,27323,68693,96016,90489,382614,165526,126599,105226,9408,33865,0.9944145469374677,65.9998174349612
427,Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,3936331,1961688,1974643,2773928,1504355,1269573,860212,424668,435544,72955,36663,36292,1689330,1123874,565456,1360185,329145,2247001,175108,391955,136415,985852,3397857,414760,111390,676,438,3514,251,7445,417535,865913,20623,69912,653499,486801,1140300,191963,311434,308514,2096113,1116437,720713,491133,20393,93309,286002,45427,562422,36342,797713,653681,45832,18371,668730,693191,764911,144061,26842,115013,515,616,12602,524806,324328,1047,765045,91887,36290,101364,137654,149485,615915,267798,198632,159413,14336,78184,1.0066040063455555,70.46988680575896
428,Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,1942288,967709,974579,1398788,760375,638413,399831,198704,201127,2294,1182,1112,950158,579111,371047,854066,96092,992130,57153,208702,35298,649005,1822626,47838,67405,245,87,98,75,3914,235005,505950,10219,37357,363782,370942,734724,163264,138306,167506,987538,575006,378174,282826,9845,109937,119486,21904,308362,17403,457317,353909,23643,7084,498189,317795,379629,149739,4158,61793,684,1504,18701,380659,116349,103,453098,35098,44466,89433,133899,103255,355973,165669,87049,46868,3392,43124,1.0070992416108562,72.01753807880192
429,Tripura,Dhalai,23.781360477941163,91.94654283088232,378230,194544,183686,276217,151643,124574,61688,31461,30227,210608,106759,103849,155831,105657,50174,108259,47572,222399,45956,42201,2870,64804,307120,8256,22940,175,39120,85,206,328,5532,46875,273,5067,89457,14071,103528,64515,9157,6425,232286,95548,50269,22716,907,8049,3006,1248,22302,338,24750,25563,2013,6190,78811,15987,77969,2897,34233,18046,3993,5219,10620,27726,13042,364,16802,12133,2656,7394,10050,15688,53904,21755,16461,17546,1597,42329,0.9441874331770704,73.0288448827433
430,Tripura,North Tripura,24.121739755351683,92.17842538226292,693947,352860,341087,520402,275646,244756,114968,58375,56593,179426,91116,88310,248667,186034,62633,186105,62562,445280,49286,43977,7088,148316,507967,105737,44062,151,34717,307,70,936,19631,81601,997,10310,150437,42184,192621,129329,22720,18419,414878,178608,100274,42636,2726,17810,9201,2519,55819,1215,43755,63308,4970,12140,147845,50104,134974,8213,60499,16853,7454,6361,17489,55207,31151,2298,48723,11656,4713,13394,18107,26582,93545,37055,29908,35094,4185,64573,0.9666354928300176,74.99160598720074
431,Tripura,South Tripura,23.211874098057383,91.6065807585568,876001,447544,428457,646810,351082,295728,140168,72012,68156,344835,173174,171661,366845,253229,113616,258457,108388,509156,85530,111332,6375,163608,736015,49258,39258,245,49420,106,808,891,20246,133744,948,10393,219171,44906,264077,129846,31690,26870,505558,236676,133424,83598,3454,31321,12757,4149,78220,1254,78159,87445,5076,8974,146403,38316,196002,6427,45913,67910,3009,2438,7323,75815,54383,796,80036,31137,6972,18930,25902,46045,143146,59663,37438,33881,2354,75085,0.9573516793879484,73.83667370242728
432,Tripura,West Tripura,23.780166241299337,91.41310788863107,1725739,879428,846311,1361354,722998,638356,338094,172522,165572,431944,217278,214666,698178,500406,197772,524198,173980,1027561,115175,156108,25163,401732,1512801,152791,53622,499,2128,362,430,3106,103228,314567,6394,36186,289621,217016,506637,248343,88122,85405,940424,499719,284637,182610,11356,50815,44499,9575,203802,9977,231324,228799,15422,15393,390646,166347,365266,29156,65588,186536,1504,1396,7639,98575,213918,617,134228,82054,12111,36334,48445,92416,285029,119992,72621,63285,6711,90977,0.9623425681238259,78.88527755355823
433,Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,4418797,2364953,2053844,2680510,1614594,1065916,991325,531641,459684,7255,3827,3428,1389844,1119701,270143,1050562,339282,3028953,285471,234455,94184,775734,3922718,411313,10076,12057,4049,21508,384,36692,251013,536402,27183,82012,496971,406852,903823,600839,317618,199395,2871903,991255,547873,444212,44989,93565,243761,36134,458049,47935,433913,520896,26713,21602,630150,463682,626023,37112,18146,417507,96,477,10047,257562,307051,1416,224180,96515,12126,35682,47808,50532,259888,93722,115634,258683,106231,107997,0.868450239814491,60.66153299189803
434,Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,3673889,1951996,1721893,2092567,1283380,809187,755254,402483,352771,629,340,289,1174361,929337,245024,865799,308562,2499528,281501,267197,78566,547097,2904140,729283,7635,5875,2582,2805,91,21478,153283,268120,13634,58336,582117,275942,858059,456870,216997,172585,2378289,787408,472667,364661,21667,96490,151973,24398,407346,23011,262098,445913,14169,22752,572425,356823,564776,33059,1312,426380,63,139,7223,170338,374047,567,168309,49598,13980,35660,49640,46960,233318,82019,104339,235182,86472,60227,0.8821191231949246,56.957817723943215
435,Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,5954391,3131807,2822584,3665727,2199340,1466387,1309851,687076,622775,7955,4270,3685,2111907,1426110,685797,1286732,825175,3842484,474283,541146,185877,910601,5102041,796756,13782,4377,4391,2247,305,30492,204357,391542,24122,85491,983266,265304,1248570,823863,502826,428871,3764404,1335224,818137,701941,41965,334711,243219,34753,556688,37832,355913,616743,25302,37550,787263,373803,853641,34772,128221,498927,924,1770,8602,384892,322833,1316,252326,15852,20804,58163,78967,68360,338762,118881,151521,325893,154931,190828,0.9012637113334251,61.56342437035123
436,Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,2397888,1212410,1185478,1486939,846676,640263,591125,298240,292885,746,406,340,787398,547406,239992,440998,346400,1610490,213814,301120,58520,213944,1985654,401678,2536,869,1817,235,33,5066,21512,99581,2509,27308,501559,65031,566590,342667,172872,194387,1499494,515229,367234,311614,9813,79722,60203,9449,240089,3412,61470,255512,5974,35991,332700,146958,357876,4387,408,260490,107,282,4621,155590,174989,453,97529,853,8025,17701,25726,21375,114866,38671,54820,140623,83242,33878,0.9777863923920126,62.010360784156724
437,Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,1379545,740040,639505,930836,546198,384638,391622,211413,180209,150,91,59,442023,364543,77480,325721,116302,937522,166731,151727,12533,111032,1273546,101963,1004,371,332,228,444,1657,32687,65479,2404,14279,255836,58438,314274,133123,101542,79012,856336,320763,202054,179939,5088,59782,35729,8361,139506,3317,60174,152099,4232,20393,237062,150177,240103,6104,14725,185001,34,81,722,122958,85631,117,46112,1947,7160,17368,24528,22137,106340,38295,45908,91569,25933,39781,0.8641492351764769,67.47413096346983
438,Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,4613913,2285004,2328909,2771917,1559414,1212503,1171378,579586,591792,9327,4690,4637,1372032,941890,430142,784272,587760,3241881,425630,452055,115991,378356,3878626,718692,3810,719,5652,183,226,6005,49699,183381,6652,47324,891024,80434,971458,831966,312571,158303,2930243,965876,699954,521004,20757,174092,116175,19089,468786,7888,159910,500400,12525,57414,592546,299061,647550,7850,1647,545388,170,726,7683,294403,316002,943,102270,5457,11679,27718,39397,33648,184249,60499,90102,255784,180500,49525,1.0192144083774033,60.077357332051996
439,Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,1303048,700070,602978,797970,489858,308112,149060,79920,69140,14,10,4,416695,342604,74091,334519,82176,886353,124718,74500,20347,197130,917474,364583,1840,483,161,16139,25,2343,44732,119121,2989,19999,246055,69991,316046,139646,79475,44164,817140,283276,194548,114603,13301,75783,42998,11161,139547,6646,111663,155781,5073,6642,178240,171586,196311,6261,90,150465,20,68,4456,82659,96715,64,51339,15575,4170,10173,14343,13918,76826,27562,35346,80067,35854,27716,0.8613110117559672,61.23872643218055
440,Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,3487731,1843884,1643847,1398368,878285,520083,509307,270226,239081,11159,5606,5553,1152160,895576,256584,743452,408708,2335571,430227,482897,37965,201071,2291892,1169330,6400,8212,2793,1177,38,7889,38940,85814,2681,35463,698520,61742,760262,447648,65106,47690,2275746,754346,446242,397685,13451,170698,51784,14401,248875,3444,71676,270422,7146,49799,561188,223076,582513,7619,8513,391416,176,277,2640,220216,326580,179,187350,2502,19848,54608,74456,60205,231407,80324,90878,211072,78243,48382,0.8915132405292306,40.09391779354543
441,Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,3239774,1672902,1566872,1963590,1160960,802630,494698,257624,237074,110114,56817,53297,1019483,723060,296423,569522,449961,2220291,206228,384432,72194,356629,3004240,213440,4463,892,1595,233,64,14847,62157,119972,4672,42969,564927,64454,629381,436021,323582,200434,1975934,724362,502628,324245,10846,108399,65467,13488,320335,5459,115533,342823,9000,60023,445832,217983,472507,5795,2135,395909,163,455,6665,130319,305850,731,75078,1502,7886,21363,29249,27690,153571,51466,74415,187993,111627,46271,0.9366191205462125,60.608857284489595
442,Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,2148665,1114721,1033944,868357,544943,323414,277212,145928,131284,24887,12657,12230,760253,534332,225921,458727,301526,1388412,276614,328768,29916,124955,1333242,805975,3228,900,1866,198,87,3169,16229,57400,1551,15510,410070,35768,445838,379253,40633,37109,1415213,442339,283947,232350,6167,78055,37816,5212,185379,1616,34497,194750,4159,20770,298119,141528,314737,4279,12517,219396,73,233,1679,104918,191185,199,85828,516,11062,22200,33262,23290,96621,33057,40274,116044,75064,24888,0.9275361278741496,40.413791819571685
443,Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,1799410,965876,833534,1002937,630626,372311,387855,208184,179671,163,82,81,701689,485314,216375,483232,218457,1097721,251755,273458,19098,157378,1637549,157612,1367,231,168,916,50,1517,26907,73522,1655,18612,378056,67569,445625,325773,61702,63112,1120432,408527,265310,183817,5202,75196,32236,6599,164115,2416,52233,174698,3984,3856,311630,133063,312553,6773,20876,247074,33,466,1133,187378,67368,157,51777,1547,12166,26640,38806,27123,127003,44496,55384,116889,40039,67991,0.8629824118209791,55.73699156945888
444,Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,3260699,1707073,1553626,1692458,1010518,681940,864559,453168,411391,610,333,277,1192850,871241,321609,834294,358556,2067849,458479,421973,77235,235163,2505444,737106,4857,2090,1553,3016,211,6422,60554,108116,3159,26293,635840,79068,714908,533140,132332,113799,2043335,709494,445269,446335,11935,185813,91664,12093,286603,4799,116157,306578,7882,65953,533207,305263,554258,8736,17032,434135,149,332,3101,239391,264344,361,110385,1497,23631,47390,71021,55909,226368,78754,91705,197742,72586,63982,0.9101110497324953,51.90476029832867
445,Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,4448359,2357665,2090694,2191759,1342697,849062,557150,295964,261186,3227,1664,1563,1401971,1153006,248965,1043912,358059,3046388,365985,326376,131699,577911,2830768,1536534,14822,28187,4371,931,339,32407,210687,272830,15164,56575,631613,362798,994411,717585,172554,146446,2893965,952233,514141,456654,24436,192343,159838,26144,439045,23779,300504,481724,16535,47378,696829,428849,698240,36162,330,414326,82,198,6415,76715,646459,588,323722,7796,17381,47699,65080,66579,299042,106979,125484,284381,97719,23048,0.8867646591012718,49.271180675840235
446,Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,2464464,1255272,1209192,1393783,819719,574064,513959,262534,251425,3620,1876,1744,783688,558642,225046,443724,339964,1680776,296928,282260,36856,167644,2082976,364510,3493,900,9753,107,99,2626,37593,108101,3423,30244,513960,31065,545025,470355,162961,143642,1574037,519265,363891,309655,11477,100072,66316,11537,260953,4819,76856,278758,6268,37182,330864,172901,372178,5089,642,248616,123,354,3449,161329,193400,351,125645,1065,11671,21232,32903,24237,117645,39549,53859,142675,86567,25061,0.9632908246180908,56.55521849781535
447,Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,3682713,1921215,1761498,2135393,1241471,893922,787444,413872,373572,3058,1588,1470,1088036,921497,166539,839778,248258,2594677,232158,311489,52549,491840,2032081,1585210,6184,50624,1736,2134,41,4703,128042,268353,7303,37341,683875,224648,908523,498971,159528,148185,2404576,786305,450186,378636,17143,119245,131278,18248,414342,11084,260312,445114,12524,31357,474925,470279,604085,17110,423,392856,86,219,6513,141480,442905,951,226734,9808,12247,39934,52181,53828,257846,92798,111220,240708,78073,44423,0.9168666703101943,57.984236078130444
448,Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,3499171,1845260,1653911,2031656,1253314,778342,725600,384743,340857,198,118,80,1173260,897815,275445,885216,288044,2325911,332475,241137,65937,533711,2707195,777407,4088,2765,669,1572,86,5389,124641,223922,7865,38225,658449,221628,880077,443641,217882,151182,2246254,753949,472808,321044,20979,141619,136765,17102,381418,13231,254050,410624,12104,22726,549012,393105,549364,26299,412,421842,29,116,6989,100733,450820,524,152581,10659,14191,33933,48124,43390,227306,79984,103932,226492,80754,31123,0.896302418087424,58.0610664640282
449,Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,1952756,1017905,934851,1174606,699454,475152,446786,235161,211625,41725,21571,20154,652543,462971,189572,341927,310616,1300213,125980,248674,58552,219337,1727869,215081,2153,1389,340,100,1175,4649,32433,99602,3492,20762,344937,50822,395759,295979,135962,88299,1222695,437000,287767,220298,7313,83980,49064,8197,176679,4504,109887,190317,5441,19321,265718,129320,283240,9071,41519,208048,131,374,2357,128710,103011,361,38260,1895,5137,15746,20883,18937,103566,35149,49480,111692,58577,62997,0.9184069240253265,60.15119144429719
450,Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,991730,527721,464009,531072,330339,200733,266655,141379,125276,366,196,170,394197,254977,139220,282614,111583,597533,160094,150695,12555,70853,955372,34559,693,63,101,285,27,630,11637,41046,827,9437,207237,23558,230795,168472,40266,35826,638046,214228,136669,105264,2805,43000,17911,2579,80095,1169,27006,84775,2101,3131,161060,44786,162755,3009,18242,122159,107,557,1500,97672,26224,165,23226,1380,5565,12930,18495,12840,62599,21803,27956,62762,23602,43562,0.8792695382598001,53.55005898782935
451,Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,3100946,1537436,1563510,1875239,1079288,795951,468663,235694,232969,109894,54216,55678,876246,639073,237173,455382,420864,2224700,238237,291016,50418,296575,2730957,358539,3626,818,1182,209,146,5469,60348,150001,4469,36068,597778,67928,665706,602403,277548,194341,1946336,664708,481219,353180,13388,97164,84941,14377,358063,6290,122308,379700,7260,39422,411210,257442,463312,6074,334,357083,110,293,3984,165652,274621,371,109265,1942,7466,18005,25471,23641,142877,46678,72558,184244,119972,32291,1.016959405139466,60.47312658782191
452,Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,1774480,947339,827141,1055202,647042,408160,281011,150631,130380,140,87,53,545984,440244,105740,415476,130508,1228496,242396,131779,28396,143413,1611126,146346,2464,708,2887,5671,18,5260,37027,69591,2635,19712,334246,67752,401998,238019,119665,88607,1149372,383707,237427,189111,6644,52249,54798,8565,187428,3977,79090,200961,4968,18500,260846,141689,280646,6907,1322,220868,21,80,1270,130131,120195,76,66179,9330,6907,17777,24684,21331,104978,35582,48065,116471,44341,40148,0.8731203930166498,59.4654208556873
453,Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,1581810,845856,735954,1062003,623583,438420,388283,208731,179552,169,89,80,506072,413713,92359,361588,144484,1075738,170827,158026,20803,156416,1457892,113961,1362,1045,1733,3917,94,1806,47520,113098,2964,21506,265643,85483,351126,171216,121283,118571,979633,362026,237786,194564,7736,41005,47713,11732,160626,4343,84543,177997,5639,19235,262941,166012,261034,10690,13009,199665,122,240,1439,138521,92232,234,58927,7502,8175,18470,26645,23209,112947,40294,49444,101056,34685,44580,0.8700700828509818,67.13846795759288
454,Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,2470996,1259628,1211368,1450901,838339,612562,555047,281284,273763,931,469,462,831209,597888,233321,496579,334630,1639787,260406,272734,43505,254564,2094271,365806,3225,1912,737,358,185,4502,58328,127754,4746,28625,510378,79288,589666,356093,176303,179996,1534832,543148,367332,346448,15426,141398,74081,15226,252641,7250,99531,276720,8853,36334,392003,238464,403711,10253,5435,317094,131,322,2422,153953,229802,302,90607,2351,15511,28653,44164,34082,156671,54349,68240,151205,65789,34074,0.961687101271169,58.71725409510983
455,Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,1885204,1006240,878964,1092677,654827,437850,312712,168009,144703,230,124,106,592267,494545,97722,474686,117581,1292937,245089,135679,43528,167971,1596278,276846,3137,3160,3161,487,100,2035,59209,88081,2624,18733,316647,94843,411490,270550,115069,110391,1224584,411153,246795,204261,6765,64510,49592,8653,183442,3701,87314,198066,5971,23921,289395,182879,294748,9374,1018,255543,57,123,1250,158537,108322,210,49109,8522,8334,20553,28887,26464,115712,40019,49229,115249,48208,41197,0.8735132771505804,57.96067693469779
456,Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,2632733,1384722,1248011,1512166,911003,601163,651480,342892,308588,340,189,151,1063929,713736,350193,670156,393773,1568804,328758,425366,51555,258250,2274674,350700,2201,402,172,199,47,4338,43492,75263,3385,33501,558807,77733,636540,409875,134445,116445,1624830,603831,395547,331499,16758,122320,59754,20039,244195,4981,97968,271445,7211,26111,438006,211608,460648,8349,42732,358433,178,329,1766,267526,88566,425,65256,3370,14416,34068,48484,41991,194029,68525,83513,176529,53979,116929,0.9012718798430298,57.437119525603244
457,Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,2498156,1332046,1166110,1521806,912314,609492,473890,253288,220602,2565,1346,1219,761521,621840,139681,573649,187872,1736635,184595,150221,59942,366763,2140745,314812,3370,1804,3395,19077,61,14892,100919,196080,5834,31797,349747,185621,535368,324525,166249,108627,1621154,543730,312689,278168,10940,42868,85413,14099,262500,8367,169583,283190,6591,23727,381745,237006,379586,28917,2815,299770,57,191,5570,197978,137810,662,102602,62870,7965,24179,32144,32308,158210,54596,71306,165206,56587,76359,0.8754277254689402,60.91717250644075
458,Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,1648115,890214,757901,1122947,666065,456882,216105,115438,100667,2215,1189,1026,569109,443384,125725,458492,110617,1079006,72668,48845,35400,412196,1394025,215500,7366,9261,895,4518,91,16459,193902,257586,53181,87188,170835,338935,509770,201277,194796,101645,1015648,402967,188862,128362,78631,121832,124939,24713,219976,66759,232925,278982,34293,5200,297930,276925,219857,87751,169,137165,69,97,6491,37461,266838,695,171326,40945,12898,29449,42347,40846,163768,65967,56955,84350,25813,11979,0.8513694459983779,68.13523328165813
